text,chapter,source
1945年9月19日，中共中央提出“向北发展，向南防御”的战略方针，强调全党全军目前的主要任务是完全控制热河、察哈尔两省，发展东北力量并争取控制东北。为此，派出2万名干部和11万人的军队进入东北，包括10名中央委员、10名中央候补委员。,《中国共产党一百年大事记》· 1945年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1945年9月21日，中央书记处发出《关于扩兵与编组野战军的指示》。通过编组野战军或野战兵团，从组织体制上完成了由游击战向运动战的战略转变。,《中国共产党一百年大事记》· 1945年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1946年1月5日，国共双方达成关于停止国内军事冲突的协定。10日，双方下达停战令。,《中国共产党一百年大事记》· 1946年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1946年1月，上旬　中共代表周恩来同国民党政府代表张群(后为张治中等)和奉命来华“调处”国共争端的美国总统特使马歇尔(后曾由吉伦接替)组成“三人会议”，会商解决国内军事冲突及有关事项。就恢复交通、军队整编统编、东北停战等问题反复磋商，达成部分协议。但由于国民党没有和谈诚意，“三人会议”难以为继，6月下旬之后不再活动。,《中国共产党一百年大事记》· 1946年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1946年1月10日-31日，政治协商会议在重庆召开。国民党、共产党、民主同盟、青年党和无党派人士代表参加，通过政府组织案、国民大会案、和平建国纲领、军事问题案、宪法草案案五项协议。,《中国共产党一百年大事记》· 1946年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1946年5月4日，中共中央作出《关于土地问题的指示》(五四指示)，将全民族抗战时期的减租减息改变为“耕者有其田”政策，并指出解决解放区的土地问题是党目前最基本的历史任务。各解放区迅速开展土地改革运动。,《中国共产党一百年大事记》· 1946年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1946年6月26日，国民党撕毁停战协定和政协协议，以22万人悍然进攻中原解放区。其后，国民党军向其他解放区展开大规模进攻。全面内战由此爆发。,《中国共产党一百年大事记》· 1946年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1946年7月20日，中共中央发布《以自卫战争粉碎蒋介石的进攻》党内指示。,《中国共产党一百年大事记》· 1946年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1946年8月6日，毛泽东同美国记者安娜·路易斯·斯特朗谈话时提出“一切反动派都是纸老虎”的著名论断。毛泽东说，反动派总有一天要失败，我们总有一天要胜利。这原因不是别的，就在于反动派代表反动，而我们代表进步。,《中国共产党一百年大事记》· 1946年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1946年11月21日，中共中央在延安召开会议，决定用“打倒蒋介石”作为最后解决国内问题的方针。,《中国共产党一百年大事记》· 1946年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1946年12月30日，为抗议驻华美军强暴北京大学先修班一女学生，北平学生举行示威游行。抗议驻华美军暴行的运动由此掀起。31日，中共中央指示国民党统治区的地下党组织，发动各大城市群众响应北平学生运动。到1947年1月10日，抗暴斗争扩展到14个省26个城市，参加罢课、游行等的学生总数达50万人。,《中国共产党一百年大事记》· 1946年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年2月，国民党政府先后通知共产党驻南京、上海、重庆等地担任谈判联络工作的代表全部撤回。3月上旬，共产党驻上述三地人员分别撤回延安。国共关系完全破裂。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年3月18日-19日，中央机关和陕甘宁边区部队撤出延安，开始转战陕北。此前，3月13日，蒋介石令胡宗南率25万军队从南、西、北三面进攻陕北解放区。国民党军的全面进攻改为向陕北、山东的重点进攻。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年3月29日-30日，中央政治局会议在陕北清涧枣林沟召开，讨论中央机关行动问题。不久，中央机关分为三部分，由刘少奇、朱德等组成中央工作委员会，到华北进行中央委托的工作；毛泽东、周恩来、任弼时率中央和人民解放军总部的精干机关，继续留在陕北，指挥全国各战场作战；叶剑英、杨尚昆主持的中央后方委员会，转移到晋西北统筹后方工作。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年5月1日，内蒙古自治政府正式成立，乌兰夫为政府主席。这是中国共产党领导的第一个省级少数民族自治政府。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年5月20日，南京、上海、苏州、杭州学生5000余名走上南京街头，举行“挽救教育危机联合大游行”，高呼“反饥饿”、“反内战”等口号，遭到反动当局镇压。同日，北平7000余名学生也举行了“反饥饿”、“反内战”示威大游行(五二〇运动)。学生运动的高涨促进了整个人民运动的高涨。1947年，全国20多个大中城市中先后有300余万工人罢工。在农村，广大农民反抗抓丁、征粮和征税。在共产党领导和推动下，以学生为先锋的爱国民主运动同国民党政府之间的斗争，逐步形成配合人民解放战争的第二条战线。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年6月30日，刘伯承、邓小平率领晋冀鲁豫野战军主力强渡黄河，揭开战略进攻的序幕。8月底，刘邓大军千里跃进到大别山区。8月下旬，陈赓、谢富治率领晋冀鲁豫野战军一部渡过黄河，挺进豫西。9月，陈毅、粟裕率领华东野战军主力越过陇海铁路南下，进入豫皖苏平原。三路大军打到外线，布成“品”字形阵势。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年7月17日-9月13日，全国土地会议在河北建屏西柏坡(今属平山)召开。会议由刘少奇主持，制定《中国土地法大纲》。10月10日，中央批准发布。《中国土地法大纲》是一个彻底反封建的土地革命纲领。它规定：“废除封建性及半封建性剥削的土地制度，实行耕者有其田的土地制度。”大纲公布后，解放区迅速形成土地改革热潮。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年7月21日-23日，中共中央在陕北靖边小河村召开扩大会议，着重讨论战略进攻的部署和解放区土地改革、财政金融工作等问题。毛泽东提出计划用五年时间(从1946年7月算起)解决同蒋介石斗争的问题。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年10月10日，中国人民解放军总部发表宣言，提出“打倒蒋介石，解放全中国”的口号。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
-翌年底　根据全国土地会议关于整党工作的部署，各解放区采取党内党外结合等方法，普遍开展以“三查”(查阶级、查思想、查作风)、“三整”(整顿组织、整顿思想、整顿作风)为基本内容的整党运动，使农村基层党组织在思想上、政治上、组织上获得很大进步，党同群众的联系更加紧密。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1947年12月25日-28日，中共中央在陕北米脂杨家沟召开扩大会议(十二月会议)。会议通过毛泽东提交的《目前形势和我们的任务》书面报告。报告阐明党的最基本的政治纲领和新民主主义革命的三大经济纲领，提出十大军事原则。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
-翌年秋　解放军利用战斗间隙，从阶级教育入手，运用诉苦(诉旧社会和反动派给予劳动人民之苦)、“三查”(查阶级、查工作、查斗志)、“三整”(整顿组织、整顿思想、整顿作风)等方法，普遍开展新式整军运动。,《中国共产党一百年大事记》· 1947年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年3月23日，毛泽东、周恩来、任弼时率中央机关和解放军总部东渡黄河，与中央后方委员会会合，后到达西柏坡，与中央工作委员会会合。中央工作委员会和中央后方委员会即行撤销。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年4月30日，中共中央发出纪念五一国际劳动节口号，号召召开新的政治协商会议，筹建民主联合政府。各民主党派、各阶层代表人士热烈响应，通过各种渠道纷纷进入解放区，在共产党领导下，参与筹备召开新政协、建立新中国的工作。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年5月9日，中共中央决定将晋察冀和晋冀鲁豫两个解放区及其领导机构合并，组成华北局(刘少奇兼任第一书记)、华北联合行政委员会。9月26日，华北人民政府正式成立，董必武任主席。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年6月，《人民日报》创刊。1949年8月正式成为中共中央机关报。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年8月，-翌年9月　中共中央香港分局和香港工委组织护送民主人士北上达20多次。沈钧儒、李济深、张澜、黄炎培、章伯钧等350多人，加上党内干部共1000多人，辗转到达北平，为新政协会议的召开提供了重要保证。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年9月8日-13日，中央政治局扩大会议在西柏坡召开。会议提出建设500万解放军，用五年左右时间(从1946年7月算起)从根本上打倒国民党反动统治的战略任务。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年9月12日-11月2日，林彪、罗荣桓率东北野战军主力和地方武装进行辽沈战役。东北全境解放。到11月，解放军的总兵力增加到310万人，国民党军队的总兵力下降到290万人。从此，解放军不但在质量上占有优势，而且在数量上也取得优势。中国人民革命的军事形势达到一个新的转折点。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年9月16日-24日，华东野战军进行济南战役，解放济南。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年9月20日，中共中央作出关于健全党委制的决定，指出党委制是保证集体领导、防止个人包办的重要制度，要建立健全的党委会议制度。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
-翌年夏　在共产党领导下，中华全国民主妇女联合会、中华全国文学艺术界联合会等人民团体纷纷建立和扩大。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年11月1日，中央军委发出《关于统一全军组织及部队番号的规定》，要求团和分区以上各部队番号均冠以“中国人民解放军”字样。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年11月6日，-翌年1月10日　由刘伯承、陈毅、邓小平、粟裕、谭震林组成，以邓小平为书记的总前敌委员会，率华东野战军和中原野战军及部分地方武装进行淮海战役。长江中下游以北广大地区解放。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年11月29日，-翌年1月31日　林彪、罗荣桓、聂荣臻等率东北野战军和华北军区第二、第三兵团以及华北、东北军区地方部队进行平津战役。华北全境基本解放。其间，1949年1月31日北平和平解放。辽沈、淮海、平津三大战役，是解放军与国民党军主力进行的战略决战，共歼敌154万余人。至此，蒋介石赖以维护其统治的主要军事力量被基本消灭，解放军进抵长江，全国处于革命胜利的前夜。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1948年12月30日，毛泽东为新华社撰写《将革命进行到底》的新年献词。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
中共中央连续发出指示，要求在全党各级组织中建立请示报告制度，加强党的集中统一领导。,《中国共产党一百年大事记》· 1948年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年1月15日，中央军委进一步作出关于全军组织编制、番号的决定：西北、中原、华东、东北野战军依次改为第一、第二、第三、第四野战军。同月，华北军区主力部队直属解放军总部。在南方坚持游击战争的人民武装，相继整编为闽粤赣边纵队、粤赣湘边纵队、桂滇黔边纵队、闽浙赣边纵队等。其他游击队也陆续进行整编。到渡江战役前夕，南方游击部队包括长期坚持海南岛斗争的琼崖纵队发展到5万多人。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年1月31日-2月7日，毛泽东、刘少奇、朱德、周恩来、任弼时等与抵达西柏坡的联共(布)中央政治局委员米高扬举行多次会谈，阐明中国革命发展形势、新中国的政权性质及内政外交政策，争取苏联对中国革命的理解和支持。毛泽东在会见米高扬时提出“打扫干净屋子再请客”的方针，在此前后还提出“另起炉灶”和“一边倒”的方针，由此奠定了新中国外交政策的基础。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年3月5日-13日，中共七届二中全会在西柏坡召开。全会规定党在全国胜利后在政治、经济、外交方面应当采取的基本政策，指出中国由农业国转变为工业国、由新民主主义社会转变为社会主义社会的发展方向。全会讨论确定了党的工作重心由乡村转移到城市的问题。毛泽东在全会上提出“两个务必”思想，即：“务必使同志们继续地保持谦虚、谨慎、不骄、不躁的作风，务必使同志们继续地保持艰苦奋斗的作风。”,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年3月23日，毛泽东率领中央机关离开西柏坡，向北平进发。毛泽东对周恩来说，今天是进京的日子，进京“赶考”去。我们决不当李自成，我们都希望考个好成绩。25日，毛泽东等中央领导人与中央机关、人民解放军总部进驻北平。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年4月1日，以周恩来为首的中共代表团同国民党政府代表团在北平进行和平谈判。经过协商，中共代表团于15日提出《国内和平协定》(最后修正案)，并宣布4月20日为最后签字时间。国民党政府拒绝接受。解放军遂发起渡江战役，国民党政府“划江而治”的图谋破产。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年4月21日，毛泽东、朱德发布《向全国进军的命令》。20日夜至21日，由刘伯承、陈毅、邓小平、粟裕、谭震林组成的总前敌委员会(邓小平为书记)指挥的第二、第三野战军，在第四野战军先遣兵团和中原军区部队配合下，发起渡江战役。百万雄师强渡长江。23日解放南京，延续22年的国民党统治宣告覆灭。5月27日解放上海。第四野战军先遣兵团于5月横渡长江，解放武汉三镇。随后，解放军各路大军继续向东南、中南、西北、西南进军。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年6月30日，毛泽东发表《论人民民主专政》一文，公开阐明中国共产党在建立新中国问题上的主张，指出人民民主专政需要工人阶级的领导。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年6月-8月，刘少奇率中共代表团秘密访问苏联，会见联共(布)领导人斯大林、莫洛托夫、马林科夫、米高扬等，向联共(布)中央通报中国革命战争即将取得胜利并将召开新的政治协商会议，成立联合政府。双方就将来的外交关系、苏联对中国经济和国防建设的援助等问题交换意见，初步达成部分协议。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年8月14日-9月16日，毛泽东连续为新华社撰写《丢掉幻想，准备斗争》等五篇评论，揭露美国对华政策的帝国主义本质，批评国内一部分人对帝国主义不切实际的幻想，并对中国革命的发生和胜利的原因作理论上的说明。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年9月21日-30日，中国人民政治协商会议第一届全体会议在北平举行。出席会议的代表共662人。会议通过起临时宪法作用的《中国人民政治协商会议共同纲领》以及《中国人民政治协商会议组织法》、《中华人民共和国中央人民政府组织法》等文件。会议决定国都定于北平，北平改名为北京；纪年采用公元；以《义勇军进行曲》为代国歌；国旗为五星红旗。会议选举出中央人民政府委员会，毛泽东为中央人民政府主席，朱德、刘少奇、宋庆龄、李济深、张澜、高岗为副主席。中国人民政治协商会议的举行，标志着一百多年来中国人民争取民族独立和人民解放运动取得了历史性的伟大胜利，标志着爱国统一战线和全国人民大团结在组织上完全形成，标志着中国共产党领导的多党合作和政治协商制度正式确立。毛泽东在开幕词中向全世界宣告：“占人类总数四分之一的中国人从此站立起来了。”,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年10月1日，中华人民共和国中央人民政府成立。下午2时，中央人民政府委员会召开第一次会议，一致决议接受《共同纲领》为施政纲领，任命周恩来为中央人民政府政务院总理兼外交部部长，毛泽东为人民革命军事委员会主席，朱德为人民解放军总司令。下午3时，庆祝中华人民共和国中央人民政府成立典礼在北京天安门广场隆重举行。毛泽东宣告中央人民政府成立。之后，举行盛大阅兵仪式和群众游行。12月2日，中央人民政府委员会第四次会议决定，每年的10月1日为中华人民共和国国庆日。中华人民共和国的成立，彻底结束了旧中国半殖民地半封建社会的历史，彻底结束了旧中国一盘散沙的局面，彻底废除了列强强加给中国的不平等条约和帝国主义在中国的一切特权，实现了中国从几千年封建专制政治向人民民主的伟大飞跃，实现了中国高度统一和各民族空前团结，中华民族发展进步从此开启新纪元。中国共产党成为在全国范围执掌政权的党。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年10月2日，苏联政府决定同新中国建立外交关系。3日，周恩来复电表示，欢迎立即建立中华人民共和国与苏联之间的外交关系，并互派大使。1964年1月27日，中国同法国建交。法国成为第一个与新中国正式建交的西方大国。到2021年6月，中国已同180个国家建立外交关系。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年10月9日，中国人民政治协商会议第一届全国委员会第一次会议举行。会议选举毛泽东为政协第一届全国委员会主席。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年10月25日，中央人民政府海关总署成立。1950年1月6日，北京市军事管制委员会颁发布告，宣布收回在京的外国兵营地产，征用兵营及其他建筑。天津、上海等地也先后收回、征用外国兵营地产。1950年7月，政务院财政经济委员会发布关于统一航运管理的指示。外国在中国大陆的军事特权和经济特权全部被取消。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年11月9日，中共中央决定成立中央及各级党的纪律检查委员会，朱德兼任中央纪律检查委员会书记。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年11月11日，中国人民解放军空军领导机构成立。在此前后，海军、炮兵等军兵种部队及领导机构成立。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年11月21日，北京市第二届各界人民代表会议通过封闭妓院的决议。随后，全国各地相继采取行动封闭妓院。1950年2月24日，政务院发布《关于严禁鸦片烟毒的通令》，禁止贩运制造及售卖、吸食烟毒。人民政府还开展了严禁赌博的斗争。经过三年左右的努力，曾在旧中国屡禁不止的娼、毒、赌等社会顽疾基本禁绝。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年12月2日，中央人民政府委员会第四次会议决定发行人民胜利折实公债；分别通过省、市、县各界人民代表会议组织通则。地方各级各界人民代表会议先后由各地人民政府召开，代行人民代表大会职权，成为人民代表大会召开前的一种过渡形式。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年12月6日，政务院文化教育委员会成立办理留学生回国事务委员会。1949年8月至1955年11月，李四光、华罗庚、钱学森等共计1536名高级知识分子从海外回国参加建设。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1949年12月23日-31日，第一次全国教育工作会议召开。会议提出教育必须为国家建设服务，学校必须为工农开门。1950年9月，第一次全国工农教育会议召开，提出“推行识字教育，逐步减少文盲”的口号。1952年11月，中央人民政府扫除文盲工作委员会成立。群众性的扫盲运动有计划、有步骤地在全国大规模展开。,《中国共产党一百年大事记》· 1949年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年2月14日，中国同苏联签订《中苏友好同盟互助条约》及有关协定。1949年12月至1950年2月，毛泽东对苏联进行为期两个多月的访问。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年3月3日，政务院作出《关于统一国家财政经济工作的决定》，以遏制通货膨胀，稳定物价，实现国家财政收支平衡。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年5月1日，中共中央发出《关于在全党全军开展整风运动的指示》。全党开展以提高干部和一般党员的思想水平和政治水平，克服工作中所犯的错误，克服居功自傲和官僚主义、命令主义，改善党和人民的关系为主要任务的整风运动。年底，整风运动结束。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年6月6日-9日，中共七届三中全会召开。毛泽东提交《为争取国家财政经济状况的基本好转而斗争》书面报告，并发表《不要四面出击》讲话。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年6月30日，《中华人民共和国土地改革法》公布施行。到1952年底，除一部分少数民族地区外，土地改革在中国大陆基本完成，封建土地所有制被彻底摧毁。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年8月7日-19日，第一届全国卫生会议召开。会议确定“面向工农兵”、“预防为主”、“团结中西医”为新中国卫生工作三大原则。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年10月，上旬　应朝鲜党和政府的请求，中共中央作出抗美援朝、保家卫国的战略决策。10月8日，毛泽东发布命令，组成中国人民志愿军，彭德怀为司令员兼政治委员。19日，中国人民志愿军进入朝鲜战场。25日，志愿军与敌军遭遇，打响出国作战的第一次战役。全国掀起大规模抗美援朝运动。1953年7月27日，《关于朝鲜军事停战的协定》签署。到1958年10月，中国人民志愿军分三批全部撤出朝鲜回国。抗美援朝战争伟大胜利，是中国人民站起来后屹立于世界东方的宣言书，是中华民族走向伟大复兴的重要里程碑。抗美援朝战争中，英雄的中国人民志愿军始终发扬祖国和人民利益高于一切、为了祖国和民族的尊严而奋不顾身的爱国主义精神，英勇顽强、舍生忘死的革命英雄主义精神，不畏艰难困苦、始终保持高昂士气的革命乐观主义精神，为完成祖国和人民赋予的使命、慷慨奉献自己一切的革命忠诚精神，为了人类和平与正义事业而奋斗的国际主义精神，锻造了伟大抗美援朝精神。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年10月10日，中共中央发出《关于镇压反革命活动的指示》。到1951年10月底，全国规模的镇压反革命运动基本结束。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年10月14日，政务院作出《关于治理淮河的决定》。1951年，毛泽东题词“一定要把淮河修好”。到1957年冬，治淮工程初见成效。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年11月3日，政务院发出《关于加强人民司法工作的指示》，要求在全国范围内逐步建立和健全人民司法制度。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1950年11月24日，政务院第六十次政务会议批准《培养少数民族干部试行方案》和《筹办中央民族学院试行方案》。1951年6月，中央民族学院开学。,《中国共产党一百年大事记》· 1950年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1951年3月5日，中共中央发出《关于积极推进宗教革新运动的指示》，强调贯彻党的宗教政策，团结宗教界最大多数，发展和巩固全国宗教界的统一战线。,《中国共产党一百年大事记》· 1951年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1951年3月28日-4月9日，中共中央召开第一次全国组织工作会议。会议通过《关于整顿党的基层组织的决议》。整党从1951年下半年开始，到1954年春基本结束。,《中国共产党一百年大事记》· 1951年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1951年5月23日，中央人民政府和西藏地方政府在北京签订《关于和平解放西藏办法的协议》(“十七条协议”)，宣告西藏和平解放。10月26日，人民解放军进藏部队进驻拉萨。,《中国共产党一百年大事记》· 1951年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1951年9月20日-30日，中共中央召开全国第一次互助合作会议。会议通过《关于农业生产互助合作的决议(草案)》。会后，农业生产互助合作运动很快开展起来。经过一年多的试点，1953年2月15日，中共中央将决议草案通过为正式决议。,《中国共产党一百年大事记》· 1951年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1951年9月29日，周恩来在北京、天津高等学校教师学习会上作《关于知识分子的改造问题》报告。11月30日，中共中央发出《关于在学校中进行思想改造和组织清理工作的指示》。知识分子思想改造运动广泛开展起来，到1952年秋基本结束。,《中国共产党一百年大事记》· 1951年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1951年10月，《毛泽东选集》第一卷出版。第二至第四卷分别于1952年、1953年、1960年出版。,《中国共产党一百年大事记》· 1951年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1951年12月1日，中共中央作出《关于实行精兵简政、增产节约、反对贪污、反对浪费和反对官僚主义的决定》。“三反”运动在全国展开，到1952年10月结束。运动中抓住重大典型案件严肃处理，先后任天津地委书记的刘青山、张子善被查处并判处死刑。,《中国共产党一百年大事记》· 1951年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1952年1月26日，中共中央发出《关于首先在大中城市开展“五反”斗争的指示》，要求在全国大中城市向违法的资本家开展反对行贿、反对偷税漏税、反对盗骗国家财产、反对偷工减料和反对盗窃经济情报的斗争。“五反”运动到1952年10月结束。,《中国共产党一百年大事记》· 1952年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1952年4月5日，治理开发长江的第一个大型工程——荆江分洪第一期工程全面开工。到1978年底，新安江水电站、黄河三门峡水利枢纽、黄河青铜峡水利枢纽、丹江口水利枢纽、黄河刘家峡水利枢纽等一批水利工程陆续建成。,《中国共产党一百年大事记》· 1952年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1952年4月21日，《中华人民共和国惩治贪污条例》公布施行。,《中国共产党一百年大事记》· 1952年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1952年6月10日，毛泽东为中华全国体育总会成立大会题词“发展体育运动，增强人民体质”。1954年1月8日，中共中央批转中央人民政府体育运动委员会党组《关于加强人民体育运动工作的报告》，指出：“改善人民的健康状况，增强人民体质，是党的一项重要政治任务。”,《中国共产党一百年大事记》· 1952年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1952年7月1日，成渝铁路建成通车。这是新中国成立后完全采用国产材料自行修建的第一条铁路干线。到1978年底，宝成、鹰厦、包兰、兰新、成昆、湘黔等铁路陆续建成。,《中国共产党一百年大事记》· 1952年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1952年8月9日，《中华人民共和国民族区域自治实施纲要》公布施行，对民族自治地方的建立、自治机关的组成和自治权利等重要问题作出明确规定。此前，成立于1947年5月1日的内蒙古自治政府于1949年12月2日改称内蒙古自治区人民政府。1955年10月1日，新疆维吾尔自治区成立。1958年3月5日，广西僮族自治区成立(1965年10月12日改称广西壮族自治区)。1958年10月25日，宁夏回族自治区成立。1965年9月9日，西藏自治区成立。,《中国共产党一百年大事记》· 1952年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
1953年3月1日，《中华人民共和国全国人民代表大会及地方各级人民代表大会选举法》公布施行。经过一年多的工作，全国进行基层选举的单位为21.4万余个，登记选民总数为3.23亿多人，选举出基层人民代表大会代表，并逐级召开地方各级人民代表大会。在此基础上，选举产生出席全国人民代表大会的代表。,《中国共产党一百年大事记》· 1953年,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html
